Initial conditions: Te0=24.0, Ti0=16.0, rho0=1000.0, Rh0=15.0
t (ps), Te (keV), Ti (keV), rho (g/cm^3), Rh (um)
0.0, 24.0, 16.0, 1000.0, 15.0
0.05005005005005005, 24.421293575405823, 17.32240345705154, 1000.0015953501812, 15.0
0.1001001001001001, 25.07955093051576, 18.7298023281752, 1000.0032011450573, 15.0
0.15015015015015015, 25.965895473336975, 20.246920912999247, 1000.0048238818877, 15.0
0.2002002002002002, 27.06918302603511, 21.899052825548537, 1000.0064718617189, 15.0
0.2502502502502503, 28.375814234984873, 23.710371070992025, 1000.0081554823976, 15.0
0.3003003003003003, 29.869121164950595, 25.70205611183934, 1000.0098873563887, 15.0
0.3503503503503504, 31.528699378398972, 27.890352384925517, 1000.0116822275916, 15.0
0.4004004004004004, 33.33008768034716, 30.28479357296696, 1000.0135566710146, 15.0
0.45045045045045046, 35.24509132169464, 32.88694814900373, 1000.0155285777607, 15.0
0.5005005005005005, 37.24283580709465, 35.690028260477675, 1000.0176164615856, 15.0
0.5505505505505506, 39.291392524105675, 38.679535641487526, 1000.0198386595094, 15.0
0.6006006006006006, 41.35963670327963, 41.83484638057649, 1000.0222125231367, 15.0
0.6506506506506506, 43.41895647790045, 45.13139073763729, 1000.0247536985262, 15.0
0.7007007007007008, 45.44452829811282, 48.542977659935104, 1000.0274755703642, 15.0
0.7507507507507507, 47.416040998807404, 52.04387187030322, 1000.0303889105675, 15.0
0.8008008008008008, 49.317907476106015, 55.61039643103888, 1000.0335017352593, 15.0
0.8508508508508509, 51.139098442559266, 59.22201675755735, 1000.0368193494813, 15.0
0.9009009009009009, 52.87279235272856, 62.86204733611007, 1000.0403445434656, 15.0
0.950950950950951, 54.5161265538557, 66.51840178815401, 1000.044077919123, 15.0
1.001001001001001, 56.068844161702735, 70.18230613059171, 1000.0480182959534, 15.0
1.0510510510510511, 57.5303168859416, 73.84348244584145, 1000.0521628689997, 15.0
1.1011011011011012, 58.900114498190376, 77.49094146156412, 1000.056507235082, 15.0
1.1511511511511512, 60.17851775917936, 81.11393547761116, 1000.0610455289129, 15.0
1.2012012012012012, 61.36666610149771, 84.70241560279729, 1000.0657706217339, 15.0
1.2512512512512513, 62.466556685527344, 88.24728025420045, 1000.070674350767, 15.0
1.3013013013013013, 63.48096788087066, 91.74050330939654, 1000.075747761236, 15.0
1.3513513513513515, 64.4133419452015, 95.17517958501786, 1000.0809813454981, 15.0
1.4014014014014016, 65.26764860341649, 98.54551167986071, 1000.0863652681553, 15.0
1.4514514514514514, 66.04824588796524, 101.84675985355668, 1000.0918895693628, 15.0
1.5015015015015014, 66.7597471058514, 105.0751673092364, 1000.0975443416637, 15.0
1.5515515515515517, 67.40690060699853, 108.2278716456023, 1000.1033198774163, 15.0
1.6016016016016017, 67.99448387540089, 111.30281098904253, 1000.1092067900755, 15.0
1.6516516516516517, 68.52721712322023, 114.29862807986368, 1000.1151961032004, 15.0
1.7017017017017018, 69.00969235592076, 117.21457890541416, 1000.121279317559, 15.0
1.751751751751752, 69.44631917926337, 120.05044641841855, 1000.1274484546512, 15.0
1.8018018018018018, 69.84128519994862, 122.80646123743749, 1000.1336960811609, 15.0
1.851851851851852, 70.19852903480448, 125.48322992377716, 1000.1400153176938, 15.0
1.901901901901902, 70.52172436101935, 128.08167107655163, 1000.1463998344295, 15.0
1.951951951951952, 70.81427294219709, 130.60295897727465, 1000.1528438367477, 15.0
2.002002002002002, 71.07930478185666, 133.04847453788014, 1000.159342043452, 15.0
2.052052052052052, 71.31968241468422, 135.41976196282883, 1000.1658896614684, 15.0
2.1021021021021022, 71.53801125852384, 137.71849209661877, 1000.1724823546089, 15.0
2.1521521521521523, 71.73665216721325, 139.9464309246791, 1000.1791162113717, 15.0
2.2022022022022023, 71.91773555658803, 142.10541279116805, 1000.1857877124827, 15.0
2.2522522522522523, 72.08317706497945, 144.19731764603748, 1000.1924936980694, 15.0
2.3023023023023024, 72.23469351784343, 146.22405182548405, 1000.1992313359408, 15.0
2.3523523523523524, 72.37381976183218, 148.18753265611522, 1000.2059980902978, 15.0
2.4024024024024024, 72.50192335056863, 150.08967442241763, 1000.2127916941407, 15.0
2.452452452452453, 72.62022067439716, 151.93237819618702, 1000.2196101213145, 15.0
2.5025025025025025, 72.72979102772535, 153.71752243805525, 1000.2264515618683, 15.0
2.552552552552553, 72.83159049092072, 155.4469560625743, 1000.2333143987493, 15.0
2.6026026026026026, 72.92646456610491, 157.1224927787756, 1000.2401971868486, 15.000000000000002
2.6526526526526526, 73.01515970456806, 158.74590639623776, 1000.2470986340044, 15.000000000000004
2.702702702702703, 73.09833417902229, 160.31892773557863, 1000.2540175836825, 15.000000000000004
2.7527527527527527, 73.17656785263515, 161.84324182044202, 1000.2609529993362, 15.000000000000005
2.802802802802803, 73.25037103772878, 163.3204862348936, 1000.2679039505392, 15.000000000000005
2.852852852852853, 73.32019246142313, 164.7522500112643, 1000.2748696006253, 15.000000000000007
2.9029029029029028, 73.38642651654389, 166.14007285873473, 1000.2818491954722, 15.000000000000007
2.9529529529529532, 73.4494196148088, 167.48544523109967, 1000.2888420539283, 15.000000000000009
3.003003003003003, 73.50947609143532, 168.78980814823248, 1000.2958475587523, 15.000000000000009
3.0530530530530533, 73.56686321168166, 170.0545539083939, 1000.3028651492066, 15.00000000000001
3.1031031031031033, 73.62181574943375, 171.28102668218742, 1000.3098943141945, 15.000000000000012
3.1531531531531534, 73.67454004785397, 172.47052338556267, 1000.3169345862574, 15.000000000000012
